Id,Building_Class,Zoning_Class,Lot_Extent,Lot_Size,Road_Type,Lane_Type,Property_Shape,Land_Outline,Utility_Type,Lot_Configuration,Property_Slope,Neighborhood,Condition1,Condition2,House_Type,House_Design,Overall_Material,House_Condition,Construction_Year,Remodel_Year,Roof_Design,Roof_Quality,Exterior1st,Exterior2nd,Brick_Veneer_Type,Brick_Veneer_Area,Exterior_Material,Exterior_Condition,Foundation_Type,Basement_Height,Basement_Condition,Exposure_Level,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Total_Basement_Area,Heating_Type,Heating_Quality,Air_Conditioning,Electrical_System,First_Floor_Area,Second_Floor_Area,LowQualFinSF,Grade_Living_Area,Underground_Full_Bathroom,Underground_Half_Bathroom,Full_Bathroom_Above_Grade,Half_Bathroom_Above_Grade,Bedroom_Above_Grade,Kitchen_Above_Grade,Kitchen_Quality,Rooms_Above_Grade,Functional_Rate,Fireplaces,Fireplace_Quality,Garage,Garage_Built_Year,Garage_Finish_Year,Garage_Size,Garage_Area,Garage_Quality,Garage_Condition,Pavedd_Drive,W_Deck_Area,Open_Lobby_Area,Enclosed_Lobby_Area,Three_Season_Lobby_Area,Screen_Lobby_Area,Pool_Area,Pool_Quality,Fence_Quality,Miscellaneous_Feature,Miscellaneous_Value,Month_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price
1099,50,RMD,50,6000,Paved,NA,Reg,Lvl,AllPub,I,GS,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,SS,MetalSd,MetalSd,None,0,TA,TA,BT,TA,TA,No,BLQ,672,Unf,0,0,672,GasA,TA,Y,SBrkr,757,567,0,1324,0,0,1,0,3,1,TA,6,TF,0,NA,Detchd,1936,Unf,1,220.188774,TA,TA,Y,197.8398866,5.103678067,56.05649238,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,128000
1100,20,RLD,82,11880,Paved,NA,IR1,Lvl,AllPub,I,GS,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,SS,Plywood,Plywood,BrkFace,206,TA,TA,CB,Gd,TA,No,ALQ,704,Unf,0,567,1271,GasA,TA,Y,SBrkr,1601,0,0,1601,0,0,2,0,3,1,TA,7,TF,1,TA,Attchd,1978,RFn,2,487.4712711,TA,TA,Y,251.560707,66.8130171,-36.02757935,0,0,0,NA,NA,NA,0,4,2009,COD,Abnorml,157000
1101,30,RLD,60,8400,Paved,NA,Reg,Bnk,AllPub,I,GS,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,SS,Wd Sdng,Wd Sdng,None,0,TA,TA,CB,TA,Fa,No,Rec,290,Unf,0,0,290,GasA,TA,N,FuseF,438,0,0,438,0,0,1,0,1,1,Fa,3,TF,0,NA,Detchd,1930,Unf,1,589.5159855,TA,TA,N,-31.72110529,51.52727628,150.8300287,0,0,0,NA,NA,NA,0,1,2009,WD,Normal,60000
1102,20,RLD,61,9758,Paved,NA,IR1,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,SS,HdBoard,MetalSd,None,0,TA,TA,CB,TA,TA,No,BLQ,412,LwQ,287,251,950,GasA,TA,Y,SBrkr,950,0,0,950,0,0,1,0,3,1,TA,5,TF,0,NA,Detchd,1981,Unf,1,361.5742447,TA,TA,Y,88.21134172,0.227478668,41.82251078,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,119500
1103,20,RLD,70,7000,Paved,NA,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,SS,Wd Sdng,Wd Sdng,BrkFace,45,TA,TA,CB,TA,TA,No,Rec,588,Unf,0,422,1010,GasA,Ex,Y,SBrkr,1134,0,0,1134,0,0,1,0,2,1,TA,6,TF,0,NA,Attchd,1960,RFn,1,423.9054916,TA,TA,Y,72.46963456,78.21313906,-43.23733945,0,0,0,NA,MnWw,NA,0,4,2007,WD,Family,135000
1104,20,RLD,79,8910,Paved,NA,Reg,Lvl,AllPub,C,GS,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,SS,BrkFace,BrkFace,None,0,TA,TA,CB,TA,TA,Mn,ALQ,655,Unf,0,0,655,GasA,Ex,Y,SBrkr,1194,0,0,1194,0,1,1,0,3,1,TA,6,TF,1,Fa,BuiltIn,1954,Fin,2,361.762452,TA,TA,Y,-146.3279006,120.8753755,-99.12592509,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,159500
1105,160,RMD,24,2016,Paved,NA,Reg,Lvl,AllPub,I,GS,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,SS,HdBoard,HdBoard,BrkFace,304,TA,TA,CB,TA,TA,No,Unf,0,Unf,0,630,630,GasA,TA,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,TA,6,TF,0,NA,Detchd,1970,Unf,2,394.8866737,TA,TA,Y,86.59616855,57.16411227,68.32093389,0,0,0,NA,NA,NA,0,4,2007,WD,Normal,106000
1106,60,RLD,98,12256,Paved,NA,IR1,Lvl,AllPub,C,GS,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,SS,HdBoard,HdBoard,BrkFace,362,Gd,TA,PC,Ex,TA,Av,GLQ,1032,Unf,0,431,1463,GasA,Ex,Y,SBrkr,1500,1122,0,2622,1,0,2,1,3,1,Gd,9,TF,2,TA,Attchd,1994,RFn,2,273.3129784,TA,TA,Y,7.90353003,-39.28649236,-14.32707736,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,325000
1107,20,RLD,114,10357,Paved,NA,IR1,Lvl,AllPub,C,GS,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,SS,HdBoard,HdBoard,None,0,Gd,TA,PC,Gd,TA,Mn,GLQ,738,Unf,0,172,910,GasA,Gd,Y,SBrkr,1442,0,0,1442,1,0,2,0,3,1,Gd,6,TF,1,TA,Attchd,1990,Fin,2,372.8026082,TA,TA,Y,163.9136819,-24.12022179,81.79166887,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,179900
1108,60,RLD,168,23257,Paved,NA,IR3,HLS,AllPub,CulDSac,GS,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,SS,VinylSd,VinylSd,None,0,Gd,TA,PC,Ex,Gd,No,Unf,0,Unf,0,868,868,GasA,Ex,Y,SBrkr,887,1134,0,2021,0,0,2,1,3,1,Gd,9,TF,1,Gd,BuiltIn,2006,RFn,2,435.9456827,TA,TA,Y,228.0093731,108.5118736,13.29699126,0,0,0,NA,NA,NA,0,9,2006,New,Partial,274725
1109,60,RLD,NA,8063,Paved,NA,Reg,Lvl,AllPub,I,GS,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,SS,VinylSd,VinylSd,None,0,TA,TA,PC,Gd,TA,No,Unf,0,Unf,0,924,924,GasA,Ex,Y,SBrkr,948,742,0,1690,0,0,2,1,3,1,TA,7,TF,1,TA,Attchd,2000,RFn,2,219.9915822,TA,TA,Y,144.8815458,26.29285336,-132.889248,0,0,0,NA,NA,NA,0,11,2007,WD,Abnorml,181000
1110,20,RLD,107,11362,Paved,NA,IR1,Lvl,AllPub,I,GS,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,SS,MetalSd,MetalSd,Stone,42,Gd,TA,PC,Ex,TA,Mn,GLQ,1039,Unf,0,797,1836,GasA,Ex,Y,SBrkr,1836,0,0,1836,1,0,2,0,3,1,Gd,7,TF,1,Gd,Attchd,2004,Fin,3,565.5029966,TA,TA,Y,154.2077178,109.2908404,-59.98490229,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,280000
1111,60,RLD,NA,8000,Paved,NA,Reg,Lvl,AllPub,I,GS,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,SS,HdBoard,HdBoard,None,0,TA,TA,PC,Gd,TA,No,GLQ,219,Unf,0,554,773,GasA,Gd,Y,SBrkr,773,885,0,1658,1,0,2,1,3,1,TA,8,TF,1,TA,Attchd,1995,Fin,2,498.9386941,TA,TA,Y,-45.72735217,22.68747638,42.01017922,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,188000
1112,60,RLD,80,10480,Paved,NA,Reg,Lvl,AllPub,I,GS,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,SS,Plywood,Plywood,BrkFace,660,TA,TA,CB,TA,TA,No,ALQ,403,Unf,0,400,803,GasA,TA,Y,SBrkr,1098,866,0,1964,0,0,2,1,4,1,TA,8,TF,1,Gd,Attchd,1976,RFn,2,465.0984742,TA,TA,Y,205.3077947,114.8249794,-153.7190358,0,0,0,NA,NA,NA,0,9,2008,WD,Normal,205000
1113,20,RLD,73,7100,Paved,NA,IR1,Lvl,AllPub,C,GS,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,SS,WdShing,Wd Shng,None,0,TA,TA,CB,TA,TA,No,GLQ,708,Unf,0,108,816,GasA,TA,Y,FuseA,816,0,0,816,1,0,1,0,2,1,TA,5,TF,0,NA,Detchd,1957,Unf,1,222.8070578,TA,TA,Y,105.3187723,12.4545532,-27.51385479,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,129900
1114,20,RLD,66,8923,Paved,NA,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,SS,Wd Sdng,Wd Sdng,None,0,TA,TA,CB,TA,TA,No,BLQ,643,Unf,0,365,1008,GasA,Gd,Y,SBrkr,1008,0,0,1008,1,0,1,0,2,1,Gd,6,TF,0,NA,Attchd,1953,Unf,1,815.5972975,TA,TA,Y,32.51475783,62.4377865,36.80164575,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,134500
1115,20,RLD,90,5400,Paved,NA,Reg,Lvl,AllPub,I,GS,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,SS,MetalSd,MetalSd,None,0,TA,Gd,CB,TA,TA,No,Rec,415,Unf,0,418,833,GasA,Ex,Y,SBrkr,833,0,0,833,0,0,1,0,2,1,Gd,4,TF,0,NA,Detchd,1955,Unf,1,576.1926164,TA,TA,Y,77.14710154,2.400818759,-54.48652381,0,0,0,NA,MnPrv,NA,0,8,2006,WD,Normal,117000
1116,20,RLD,93,12085,Paved,NA,Reg,Lvl,AllPub,I,GS,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,SS,VinylSd,VinylSd,Stone,328,Gd,TA,PC,Ex,TA,No,GLQ,1004,Unf,0,730,1734,GasA,Ex,Y,SBrkr,1734,0,0,1734,1,0,2,0,3,1,Ex,7,TF,1,Gd,Attchd,2007,RFn,3,756.2632946,TA,TA,Y,-21.11881618,95.56972977,42.78932187,0,0,0,NA,NA,NA,0,11,2007,New,Partial,318000
1117,80,RLD,NA,7750,Paved,NA,Reg,Lvl,AllPub,I,GS,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,SS,VinylSd,VinylSd,None,0,Gd,TA,PC,Gd,TA,No,GLQ,353,Unf,0,55,408,GasA,Ex,Y,SBrkr,779,640,0,1419,1,0,2,1,3,1,Gd,7,TF,1,TA,BuiltIn,2002,Fin,2,543.458234,TA,TA,Y,-106.1290172,101.3790229,65.16084623,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,184100
1118,20,RLD,57,9764,Paved,NA,IR1,Lvl,AllPub,FR2P,GS,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,SS,VinylSd,VinylSd,None,0,TA,TA,CB,TA,TA,No,BLQ,702,Unf,0,192,894,GasA,Ex,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,Gd,5,TF,0,NA,Attchd,1967,RFn,2,621.610821,TA,TA,Y,84.63218183,-47.65420283,-58.93702494,0,0,0,NA,NA,NA,0,5,2008,WD,Normal,130000
1119,80,RLD,85,13825,Paved,NA,Reg,Lvl,AllPub,I,GS,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,Gable,SS,MetalSd,MetalSd,None,0,TA,Gd,CB,TA,TA,No,Unf,0,Unf,0,533,533,GasA,TA,Y,SBrkr,1021,580,0,1601,0,1,1,0,3,1,TA,6,MD2,0,NA,BuiltIn,1958,RFn,1,581.873087,TA,TA,Y,-112.3167605,110.595443,-27.42302707,0,0,0,NA,NA,NA,0,12,2008,WD,Normal,140000
1120,20,RLD,70,7560,Paved,NA,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,SS,BrkFace,Wd Sdng,None,0,TA,TA,CB,TA,TA,No,LwQ,369,Unf,0,671,1040,GasA,TA,Y,FuseA,1040,0,0,1040,0,0,1,0,3,1,TA,6,TF,0,NA,Attchd,1959,RFn,1,502.3739632,TA,TA,Y,9.739101848,88.18899444,-13.65816559,0,0,0,NA,GdWo,NA,0,7,2006,WD,Normal,133700
1121,30,RMD,59,8263,Paved,NA,Reg,Bnk,AllPub,I,MS,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,SS,BrkFace,BrkFace,None,0,TA,TA,BT,TA,TA,No,Unf,0,Unf,0,1012,1012,GasA,TA,Y,FuseA,1012,0,0,1012,0,0,1,0,2,1,TA,6,TF,1,Gd,Detchd,1920,Unf,1,615.8121226,TA,TA,Y,-110.0721828,83.38275615,-13.47587703,0,0,0,NA,MnPrv,NA,0,5,2007,WD,Normal,118400
1122,20,RLD,84,10084,Paved,NA,Reg,Lvl,AllPub,I,GS,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,SS,VinylSd,VinylSd,BrkFace,196,Gd,TA,PC,Gd,TA,Av,GLQ,24,Unf,0,1528,1552,GasA,Ex,Y,SBrkr,1552,0,0,1552,0,0,2,0,3,1,Gd,7,TF,0,NA,Attchd,2005,RFn,3,275.1430663,TA,TA,Y,232.5164556,43.40918433,23.88666471,0,0,0,NA,NA,NA,0,7,2006,New,Partial,212900
1123,20,RLD,NA,8926,Paved,NA,IR1,Lvl,AllPub,C,GS,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,1956,Gable,SS,AsbShng,AsbShng,None,0,TA,TA,CB,TA,TA,No,Unf,0,Unf,0,672,672,GasA,Ex,Y,FuseA,960,0,0,960,0,0,1,0,3,1,TA,5,TF,0,NA,Basment,1956,Unf,1,570.7969226,TA,TA,Y,73.33054579,126.7796946,2.111671642,0,160,0,NA,MnPrv,NA,0,10,2009,COD,Abnorml,112000
1124,20,RLD,50,9405,Paved,NA,Reg,Lvl,AllPub,I,GS,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,SS,VinylSd,VinylSd,None,0,TA,Ex,CB,TA,TA,No,Unf,0,Unf,0,698,698,GasA,Ex,Y,SBrkr,698,0,0,698,0,1,1,0,2,1,TA,4,TF,0,NA,NA,NA,NA,0,525.6283014,NA,NA,Y,27.01835152,52.76122479,-3.684612669,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,118000
1125,80,RLD,NA,9125,Paved,NA,IR1,Lvl,AllPub,I,GS,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,1992,Gable,SS,HdBoard,HdBoard,BrkFace,170,TA,TA,PC,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,Y,SBrkr,812,670,0,1482,0,0,2,1,3,1,Gd,7,TF,1,TA,Attchd,1992,Fin,2,557.0211007,TA,TA,Y,126.6888475,134.1923674,77.90794094,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,163900
1126,20,RLD,60,10434,Paved,NA,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,SS,Plywood,Plywood,None,0,TA,TA,CB,TA,TA,No,Unf,0,Unf,0,1005,1005,GasA,TA,Y,SBrkr,1005,0,0,1005,0,0,1,0,2,1,Fa,5,TF,1,TA,Detchd,1977,Unf,2,239.4598025,Fa,Fa,Y,290.3631818,33.85578685,-44.73596188,0,0,0,NA,NA,NA,0,11,2009,WD,Normal,115000
1127,120,RLD,53,3684,Paved,NA,Reg,Lvl,AllPub,I,GS,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,SS,VinylSd,VinylSd,BrkFace,130,Gd,TA,PC,Gd,TA,No,Unf,0,Unf,0,1373,1373,GasA,Ex,Y,SBrkr,1555,0,0,1555,0,0,2,0,2,1,Gd,7,TF,1,TA,Attchd,2007,Fin,3,615.6444967,TA,TA,Y,157.4184638,128.4552051,123.7703403,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,174000
1128,20,RLD,182,14572,Paved,NA,IR3,Lvl,AllPub,C,GS,Gilbert,Norm,Norm,1Fam,1Story,7,5,2004,2004,Hip,SS,VinylSd,VinylSd,None,0,Gd,TA,PC,Gd,TA,Av,GLQ,1300,Unf,0,230,1530,GasA,Ex,Y,SBrkr,1530,0,0,1530,1,0,2,0,3,1,Gd,7,TF,1,Gd,Attchd,2004,Fin,3,321.2969056,TA,TA,Y,213.8975717,233.5972082,-64.40121211,0,0,0,NA,NA,NA,0,11,2007,WD,Family,259000
1129,60,RLD,59,11796,Paved,NA,IR1,Lvl,AllPub,I,GS,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,SS,VinylSd,VinylSd,None,0,Gd,TA,PC,Gd,TA,Av,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,847,1112,0,1959,0,0,2,1,4,1,Gd,8,TF,1,Gd,BuiltIn,2004,Fin,2,983.1603905,TA,TA,Y,-79.27955687,-46.04812791,57.32881671,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,215000
1130,90,RMD,60,7200,Paved,Grvl,Reg,Lvl,AllPub,I,GS,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,SS,MetalSd,MetalSd,BrkFace,180,TA,TA,CB,Gd,TA,Gd,GLQ,936,Unf,0,0,936,GasA,TA,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,TA,4,TF,0,NA,Detchd,1980,Unf,2,558.4147705,TA,TA,Y,11.74200835,17.38717824,72.8292736,0,0,0,NA,NA,NA,0,8,2007,WD,Normal,140000
1131,50,RLD,65,7804,Paved,NA,Reg,Lvl,AllPub,I,GS,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,SS,WdShing,Plywood,None,0,TA,TA,BT,TA,TA,No,BLQ,622,Unf,0,500,1122,GasA,TA,Y,SBrkr,1328,653,0,1981,1,0,2,0,4,1,Gd,7,MD2,2,TA,Detchd,1981,Unf,2,279.5056689,TA,TA,Y,76.86432558,76.4004873,-5.846479534,0,0,0,NA,MnPrv,NA,0,12,2009,WD,Normal,135000
1132,20,RLD,63,10712,Paved,NA,Reg,Lvl,AllPub,I,GS,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,1992,Gable,SS,HdBoard,HdBoard,None,0,TA,TA,PC,Gd,TA,Mn,BLQ,212,Unf,0,762,974,GasA,TA,Y,SBrkr,974,0,0,974,0,0,1,0,3,1,TA,5,TF,0,NA,NA,NA,NA,0,718.6180357,NA,NA,Y,56.47748657,11.30997347,-88.31564133,0,0,0,NA,MnPrv,NA,0,9,2007,Oth,Abnorml,93500
1133,70,RMD,90,9900,Paved,NA,Reg,Lvl,AllPub,I,GS,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,1950,Gable,SS,Wd Sdng,Wd Sdng,None,0,TA,TA,BT,TA,TA,Mn,Unf,0,Unf,0,1008,1008,GasW,TA,Y,SBrkr,1178,1032,0,2210,0,0,2,0,5,1,Fa,8,TF,0,NA,Detchd,1930,Unf,1,60.72209833,Fa,TA,N,171.8959462,43.36991432,48.91517715,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,117500
1134,60,RLD,80,9828,Paved,NA,IR1,Lvl,AllPub,I,GS,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,SS,VinylSd,VinylSd,None,0,Gd,TA,PC,Gd,TA,No,GLQ,584,Unf,0,544,1128,GasA,Ex,Y,SBrkr,1142,878,0,2020,0,0,2,1,3,1,Gd,8,TF,1,TA,Attchd,1995,RFn,2,490.6739236,TA,TA,Y,71.33828575,23.85393277,-0.95510077,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,239500
1135,60,RLD,57,8773,Paved,NA,IR1,HLS,AllPub,I,GS,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,SS,VinylSd,VinylSd,None,0,TA,TA,PC,Gd,TA,Av,Unf,0,Unf,0,916,916,GasA,Gd,Y,SBrkr,916,684,0,1600,0,0,2,1,3,1,TA,7,TF,1,TA,Attchd,1997,Fin,2,297.3955623,TA,TA,Y,60.67593208,4.581310199,-25.47652623,0,0,0,NA,NA,NA,0,8,2007,WD,Normal,169000
1136,30,RMD,60,6180,Paved,NA,Reg,Lvl,AllPub,C,GS,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,1950,Gable,SS,Wd Sdng,Wd Sdng,None,0,TA,TA,BT,TA,TA,No,Unf,0,Unf,0,960,960,GasA,TA,N,SBrkr,986,0,0,986,0,0,1,0,2,1,TA,5,TF,1,Gd,Detchd,1926,Unf,1,489.6983424,TA,TA,Y,-75.90626203,41.49824771,-64.22540582,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,102000
1137,50,RLD,80,9600,Paved,NA,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,SS,VinylSd,VinylSd,None,0,TA,TA,CB,TA,TA,No,BLQ,280,Unf,0,752,1032,GasA,TA,Y,FuseA,1032,220,0,1252,0,0,1,0,3,1,TA,6,TF,0,NA,Attchd,1950,Unf,1,1013.645334,TA,TA,Y,55.37947893,108.8111705,-17.37600405,0,0,0,NA,NA,NA,0,4,2008,WD,Abnorml,119000
1138,50,RLD,54,6342,Paved,NA,Reg,Lvl,AllPub,I,GS,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,SS,VinylSd,VinylSd,None,0,TA,Gd,CB,TA,TA,No,Unf,0,Unf,0,780,780,GasA,Gd,N,SBrkr,780,240,0,1020,0,0,1,0,2,1,TA,6,TF,0,NA,NA,NA,NA,0,480.0590267,NA,NA,N,95.86777181,151.7028392,-69.08301879,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,94000
1139,20,RLD,NA,9819,Paved,NA,IR1,Lvl,AllPub,I,MS,Mitchel,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,SS,Plywood,ImStucc,None,0,TA,TA,PC,TA,TA,Gd,ALQ,1567,Unf,0,0,1567,GasA,TA,Y,SBrkr,1567,0,0,1567,1,0,2,0,2,1,Gd,5,TF,2,TA,Attchd,1977,RFn,2,865.7310441,TA,TA,Y,185.9868262,143.5064199,19.04711612,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,196000
1140,30,RLD,98,8731,Paved,NA,IR1,Lvl,AllPub,I,GS,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,SS,Stucco,Stucco,None,0,TA,Fa,BT,TA,TA,No,BLQ,645,Unf,0,270,915,GasA,TA,Y,SBrkr,1167,0,0,1167,0,0,1,0,3,1,TA,6,MajD1,1,Gd,Detchd,1972,Unf,2,434.3904977,TA,TA,Y,53.68522153,-45.36633848,120.9667242,0,126,0,NA,NA,NA,0,5,2007,WD,Normal,144000
1141,20,RLD,60,7350,Paved,NA,Reg,Lvl,AllPub,C,GS,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,SS,HdBoard,HdBoard,None,0,TA,TA,CB,TA,TA,Mn,ALQ,852,Unf,0,100,952,GasA,TA,Y,SBrkr,952,0,0,952,1,0,1,0,2,1,TA,4,TF,0,NA,Detchd,1988,Unf,2,490.46687,TA,TA,Y,80.18258422,42.18985377,49.96415197,0,0,0,NA,NA,NA,0,6,2008,COD,Abnorml,139000
1142,60,RLD,NA,10304,Paved,NA,IR1,Lvl,AllPub,CulDSac,GS,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,1976,Gable,SS,Plywood,Plywood,BrkFace,44,TA,Gd,CB,TA,TA,No,ALQ,381,Unf,0,399,780,GasA,Ex,Y,SBrkr,1088,780,0,1868,1,0,2,1,4,1,Gd,9,TF,1,TA,Attchd,1976,Unf,2,294.5147228,TA,TA,Y,59.54436328,102.6912952,60.63056344,0,0,0,NA,NA,NA,0,10,2009,WD,Normal,197500
1143,60,RLD,77,9965,Paved,NA,Reg,Lvl,AllPub,I,GS,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2007,Hip,SS,VinylSd,VinylSd,Stone,340,Gd,TA,PC,Ex,TA,Gd,GLQ,1150,Unf,0,316,1466,GasA,Ex,Y,SBrkr,1466,1362,0,2828,1,0,3,0,4,1,Gd,11,TF,1,TA,BuiltIn,2006,RFn,3,483.1523637,TA,TA,Y,-104.5912164,-26.53398517,41.03272946,0,0,0,NA,NA,NA,0,4,2007,New,Partial,424870
1144,20,RLD,NA,9000,Paved,NA,Reg,Lvl,AllPub,I,GS,Sawyer,Norm,Norm,1Fam,1Story,5,3,1959,1959,Gable,SS,Wd Sdng,Plywood,None,0,TA,TA,CB,TA,TA,No,GLQ,288,Unf,0,718,1006,GasA,TA,Y,SBrkr,1006,0,0,1006,0,0,1,0,3,1,TA,5,TF,0,NA,NA,NA,NA,0,542.0106615,NA,NA,Y,-160.439048,36.70726024,41.53147852,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,80000
1145,190,RLD,60,12180,Paved,NA,Reg,Lvl,AllPub,I,GS,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,SS,MetalSd,MetalSd,None,0,TA,Fa,BT,Gd,TA,No,BLQ,348,Unf,0,324,672,Grav,Fa,N,FuseA,672,252,0,924,1,0,1,0,2,1,Fa,5,TF,0,NA,Detchd,1941,Unf,1,679.3101859,TA,TA,Y,126.0245934,51.75155968,39.90793001,0,0,0,NA,MnPrv,NA,0,7,2010,WD,Normal,80000
1146,50,RMD,52,6240,Paved,NA,Reg,Lvl,AllPub,I,GS,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,SS,MetalSd,MetalSd,None,0,TA,TA,BT,TA,TA,No,Unf,0,Unf,0,1042,1042,GasA,Ex,Y,SBrkr,1042,534,0,1576,0,0,1,0,3,1,TA,8,TF,1,Gd,Detchd,1928,Unf,1,711.5565024,TA,TA,Y,203.6237041,60.01505866,89.42773714,0,0,0,NA,NA,NA,0,8,2006,WD,Family,149000
1147,20,RLD,NA,11200,Paved,NA,Reg,Lvl,AllPub,I,GS,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,1985,Gable,SS,Wd Sdng,Wd Shng,BrkFace,85,Gd,TA,CB,Gd,TA,No,GLQ,1258,Unf,0,40,1298,GasA,TA,Y,SBrkr,1298,0,0,1298,1,0,2,0,3,1,Gd,5,TF,1,TA,Attchd,1985,Unf,2,506.6724876,TA,TA,Y,-4.369945825,220.0211435,97.99112292,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,180000
1148,70,RLD,75,12000,Paved,NA,Reg,Bnk,AllPub,I,GS,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,Gable,SS,MetalSd,MetalSd,None,0,TA,TA,CB,TA,TA,No,Rec,275,Unf,0,429,704,GasA,Ex,Y,SBrkr,860,704,0,1564,0,0,1,1,3,1,Fa,7,TF,1,Gd,Attchd,1941,Unf,1,172.8106806,TA,TA,Y,-31.23348425,111.6106447,160.3593806,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,174500
