customerID,gender,SeniorCitizen,Partner,Dependents,tenure,CallService,MultipleConnections,InternetConnection,OnlineSecurity,OnlineBackup,DeviceProtectionService,TechnicalHelp,OnlineTV,OnlineMovies,Agreement,BillingMethod,PaymentMethod,MonthlyServiceCharges,TotalAmount,Churn
6861-OKBCE,Male,0.717176691,Yes,Yes,3.828233088,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,63.27403681,120.1922277,Yes
7812-FZHPE,Female,0,No,Yes,7.838197734,Yes,Yes,No,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,53.18872219,218.0747651,Yes
6996-KNSML,Female,0,No,No,1.238831502,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,61.75232582,65.58557143,Yes
8580-QVLOC,Female,1,No,Yes,35.37754363,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,85.70681756,3133.416583,Yes
1704-NRWYE,Female,0.34981906,No,Yes,45.41013262,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),75.38848011,3288.786062,Yes
4255-DDUOU,Female,0,No,No,2.038955763,Yes,No,No,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,22.707781,44.6297476,Yes
2592-SEIFQ,Male,0,Yes,No,6.104902931,Yes,No phone service,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Electronic check,23.04230339,123.0624957,Yes
7481-ATQQS,Male,0.172212287,Yes,Yes,10.0939775,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),32.0770724,807.4024366,Yes
7481-ATQQS,Female,0.241353143,No,Yes,27.75788801,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),80.72206446,2322.715734,Yes
6302-JGYRJ,Female,0,No,No,16.37207164,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),79.57610283,1365.662688,Yes
8642-GVWRF,Female,0,No,Yes,17.69424163,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,79.56470481,1476.118593,Yes
3400-ESFUW,Male,0,Yes,Yes,35.99897488,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,98.11718863,3503.564664,Yes
7083-YNSKY,Male,0,Yes,No,20.20156192,Yes,No,No,No internet service,Yes,No,Yes,No,No internet service,Two year,No,Credit card (automatic),29.58075539,743.787352,Yes
2057-ZBLPD,Male,0,No,No,11.67037308,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Credit card (automatic),53.50258269,934.4648544,Yes
5510-BOIUJ,Female,0,Yes,Yes,1.574183622,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,21.18069243,70.62364415,Yes
5502-RLUYV,Female,0,No,Yes,63.36594321,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),74.30077615,5195.196385,Yes
0203-HHYIJ,Male,0,No,Yes,58.62316661,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,85.40141032,5850.152971,Yes
3803-KMQFW,Male,0.65753467,Yes,No,1,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.54178275,23.54178275,Yes
2667-WYLWJ,Male,0.798557793,No,No,2.410095452,Yes,No phone service,No,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.02228419,49.25292067,Yes
9039-RBEEE,Female,0,No,No,38.27858089,No,No,No,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),48.14975917,1836.835419,Yes
9039-RBEEE,Female,0,No,Yes,36.74478994,No,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.76001902,1452.153362,Yes
8417-FMLZI,Male,0,No,No,21.2851462,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),36.68895967,637.4808981,Yes
4597-ELFTS,Male,0,Yes,No,51.37477373,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,One year,Yes,Electronic check,30.32539041,1254.774499,Yes
4464-JCOLN,Male,0.112713476,No,Yes,3.690702139,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,27.66104388,200.5743884,Yes
1792-UXAFY,Female,0.017082523,No,No,30.76084468,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),36.31818562,1084.66441,Yes
0515-YPMCW,Male,0,Yes,No,23.14487669,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,62.50596487,1152.051473,Yes
6635-MYYYZ,Female,0,No,Yes,22.89000221,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),81.69693217,1927.288308,Yes
0378-XSZPU,Male,0,No,No,22.95216493,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),94.95354693,1998.169397,Yes
0378-XSZPU,Male,0,Yes,Yes,44.7543119,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),68.31837191,2766.693412,Yes
4729-XKASR,Male,0.971854033,Yes,No,1,No,No,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,20.95976927,20.95976927,Yes
4729-XKASR,Male,0,Yes,Yes,40.70782422,No,Yes,No,No internet service,No internet service,No,No internet service,No,No,Two year,No,Credit card (automatic),25.03878418,965.0312774,Yes
2955-PSXOE,Male,0,Yes,No,7.113990177,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,48.42625465,696.984746,Yes
5449-FIBXJ,Male,0,No,Yes,6.704063781,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,38.97688365,511.86571,Yes
9170-GYZJC,Female,0,Yes,Yes,20.96200664,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.16175814,1699.879547,Yes
9837-BMCLM,Male,0,Yes,Yes,3.980802662,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.46632522,79.53099895,Yes
6543-CPZMK,Male,0,No,No,5.275339964,No,No phone service,No,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.68015561,133.9821602,Yes
0137-UDEUO,Male,0,No,No,8.70686928,No,No phone service,No,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,29.45656329,239.9020318,Yes
6161-UUUTA,Male,0.02047418,No,Yes,11.81573238,Yes,No,No,No internet service,No,No,No internet service,Yes,No,One year,No,Electronic check,21.03049821,230.2408418,Yes
8580-QVLOC,Female,1,No,Yes,12.78857993,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,81.68038664,1137.524078,Yes
4895-TMWIR,Female,1,No,No,14.08061543,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,32.88047792,661.0501068,Yes
3506-LCJDC,Female,0.066646616,Yes,Yes,2.932751863,Yes,No,No,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,25.26506762,216.3842359,Yes
2667-WYLWJ,Male,0,Yes,No,9.651365641,Yes,No,DSL,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,28.91507931,332.4771821,Yes
4925-LMHOK,Female,0,No,Yes,19.13154196,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),56.77523564,1089.365107,Yes
6861-OKBCE,Female,0,Yes,Yes,10.91422494,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),26.8247646,291.3767579,Yes
0607-DAAHE,Male,0,No,Yes,46.27891545,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,32.05896299,1050.067957,Yes
8280-MQRQN,Female,0,Yes,No,2.568613693,Yes,No,No,No internet service,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),46.07927185,75.99701301,Yes
4464-JCOLN,Female,0,No,Yes,1.941524226,Yes,No,No,No internet service,No,No internet service,No internet service,No,No,One year,Yes,Mailed check,21.63935868,36.75082251,Yes
0516-VRYBW,Female,0,Yes,Yes,24.92480049,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,45.94488183,1510.399807,Yes
5577-OTWWW,Female,0,Yes,Yes,15.22099848,Yes,No,No,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.46968636,329.2679108,Yes
3178-FESZO,Female,0,Yes,Yes,1,Yes,Yes,No,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),47.25131862,47.25131862,Yes
3506-LCJDC,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.72259194,52.72259194,Yes
1038-ZAGBI,Female,0,No,Yes,13.75674317,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,49.95010474,753.329059,Yes
6087-MVHJH,Female,0,No,Yes,12.28497977,Yes,Yes,No,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.69096524,314.5595928,Yes
4603-JANFB,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,58.88048024,58.88048024,Yes
4603-JANFB,Female,0,No,No,10.34125238,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),27.34730168,205.5104607,Yes
7812-FZHPE,Male,0,No,No,15.88987915,Yes,Yes,No,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),36.88859216,509.5222449,Yes
2667-WYLWJ,Male,0,Yes,No,11.86780913,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,79.65269388,835.0171486,Yes
4806-KEXQR,Female,0,No,Yes,4,Yes,No,No,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,48.21085506,192.3550212,Yes
1038-ZAGBI,Female,0,Yes,No,7.238734692,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),55.56900562,285.9614781,Yes
7083-YNSKY,Female,0,Yes,Yes,4.230096779,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.09253825,115.4284107,Yes
7083-YNSKY,Female,0,Yes,No,14.9392765,Yes,No phone service,No,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),25.42081949,397.9977669,Yes
2479-BRAMR,Male,0.702012106,Yes,Yes,37.72213316,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),74.05049405,2763.379826,Yes
2321-OMBXY,Male,0.749504747,Yes,Yes,40.24851424,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),82.88579138,3219.71857,Yes
2898-LSJGD,Female,0,Yes,No,17.85711808,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,50.44209944,978.5107354,Yes
7434-SHXLS,Male,0,Yes,No,34.15381277,No,No,DSL,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,39.13459702,1462.283263,Yes
7908-QCBCA,Female,0,Yes,No,9.739960256,Yes,Yes,No,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,28.97768381,223.0485013,Yes
7908-QCBCA,Female,0,No,No,1.860193264,Yes,No,No,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),26.3043175,34.04605687,Yes
6711-FLDFB,Male,0,Yes,No,24.69070361,No,Yes,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,68.62784145,1535.648986,Yes
3506-LCJDC,Male,0,No,Yes,5.719972295,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,63.1770796,429.95826,Yes
5294-CDGWY,Female,0.194218781,Yes,Yes,49.25203097,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),62.1841489,3056.358483,Yes
3714-JTVOV,Female,0.097833508,Yes,No,54.63033089,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,29.71830028,1519.433631,Yes
0568-ONFPC,Female,0,Yes,No,1.737759497,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,61.94775756,82.07014784,Yes
4702-IOQDC,Male,0,No,Yes,21.54446645,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.66239525,1279.984173,Yes
6598-RFFVI,Female,0,No,No,4.857770342,Yes,No,No,Yes,No,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),36.16084502,280.0552783,Yes
6532-YLWSI,Female,0,Yes,No,49.43388844,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.80125402,1012.010589,Yes
0516-VRYBW,Male,0,No,Yes,28.56253221,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,42.03157011,1787.702064,Yes
1264-BYWMS,Male,0,Yes,No,55,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.0592892,5127.708536,Yes
3506-LCJDC,Female,0,Yes,No,2.34026432,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),26.18641742,153.7712041,Yes
3703-VAVCL,Female,0,No,No,15.34509761,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,93.91456197,1460.013972,Yes
2013-SGDXK,Male,0,No,Yes,1.339976063,Yes,No,No,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,No,Electronic check,62.38854277,67.84515857,Yes
2013-SGDXK,Female,0,No,No,38.18838754,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,93.01374963,3661.640585,Yes
8062-YBDOE,Male,1,No,Yes,8.764540601,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),72.14340177,766.3370754,Yes
8580-QVLOC,Male,1,Yes,Yes,23.65895418,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),76.43251915,2033.025713,Yes
2012-NWRPA,Female,0.720576632,Yes,Yes,8.485189689,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,77.27995758,825.1475851,Yes
2012-NWRPA,Male,0.32535024,Yes,No,4.928152157,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,45.7804141,392.2561175,Yes
8808-ELEHO,Male,0.914487042,Yes,Yes,7.401409291,Yes,Yes,No,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,76.05936342,537.6009733,Yes
8808-ELEHO,Male,0.281119173,Yes,Yes,10.87552331,Yes,No,No,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,37.07477316,329.7768172,Yes
3506-LCJDC,Female,0,Yes,Yes,2.262015338,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.71320338,69.54720279,Yes
3506-LCJDC,Male,0,No,Yes,1.586719427,No,No,No,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,26.37457772,42.89072958,Yes
0607-DAAHE,Male,0,Yes,Yes,33.87070875,Yes,Yes,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,70.44262182,1775.469092,Yes
1038-ZAGBI,Male,0,Yes,No,13.24860127,Yes,Yes,No,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,28.81830642,451.7148145,Yes
7614-QVWQL,Male,0,Yes,No,47.52313815,Yes,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,56.03120919,2638.767188,Yes
3506-LCJDC,Female,0,Yes,No,23.33586325,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,55.51104544,1890.04954,Yes
1383-EZRWL,Male,0,Yes,Yes,8.315737174,Yes,No,No,No,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,59.06160721,491.4159666,Yes
2839-RFSQE,Male,0,Yes,No,6.023922137,Yes,No,No,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),54.39346134,396.5703894,Yes
1038-ZAGBI,Female,0,Yes,Yes,12.77800942,Yes,Yes,No,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,35.34722151,458.3996026,Yes
4464-JCOLN,Female,0,No,No,5.901109631,Yes,Yes,No,No internet service,Yes,No,No,No,No internet service,One year,No,Electronic check,37.82511284,358.776839,Yes
4083-EUGRJ,Male,0,Yes,Yes,25.48326562,Yes,No,No,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,82.88640937,2429.368413,Yes
6598-RFFVI,Male,0,Yes,No,22.29065499,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,77.81679966,2215.234042,Yes
3428-XZMAZ,Male,0,No,Yes,14.09020515,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.48667894,851.10796,Yes
3428-XZMAZ,Female,0,Yes,No,1,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,39.97680048,39.97680048,Yes
0378-TOVMS,Female,0,Yes,Yes,10.03934396,Yes,No,No,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,71.41627383,382.0372303,Yes
0378-TOVMS,Female,0,No,Yes,23.56578002,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.37321743,1422.434728,Yes
4355-HBJHH,Female,0,Yes,No,14.84818074,Yes,Yes,No,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,No,Electronic check,29.35667125,931.6994194,Yes
2223-KAGMX,Female,0,Yes,Yes,33.27938583,Yes,No,No,Yes,No,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),40.59705703,2048.374512,Yes
2403-BCASL,Male,1,Yes,No,22.00547453,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,82.79340341,2405.447493,Yes
4390-KYULV,Male,0.055211132,Yes,No,2.889577736,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),22.20633396,51.11687332,Yes
0318-QUUOB,Male,0,No,Yes,2.811871373,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,69.59723755,106.0611489,Yes
8515-OCTJS,Female,0,Yes,No,7.441294383,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Electronic check,65.57399056,244.6822325,Yes
5520-FVEWJ,Female,0,Yes,No,13.69708098,Yes,No,No,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,57.24063673,666.8139038,Yes
0278-YXOOG,Male,0,No,Yes,7.182012116,Yes,No,No,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,40.82838125,364.1735471,Yes
4139-SUGLD,Male,0,No,Yes,25.04370214,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),67.76255168,1592.488131,Yes
4139-SUGLD,Female,0,Yes,No,28.21221654,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,50.5469568,1318.534856,Yes
0031-PVLZI,Male,0,Yes,Yes,2.860149281,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,47.36446204,99.31799199,Yes
1038-ZAGBI,Female,0,Yes,No,9.351853019,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No,One year,Yes,Electronic check,32.49786478,199.6891798,Yes
1038-ZAGBI,Female,0.92885357,No,No,25.93280355,Yes,No,No,No internet service,No internet service,No internet service,No,No,Yes,One year,No,Electronic check,80.59346616,2140.855548,Yes
1038-ZAGBI,Female,0.191822262,No,No,14.87733394,Yes,Yes,No,No internet service,No,No internet service,No,No internet service,Yes,One year,No,Electronic check,32.35476708,624.3030784,Yes
5515-IDEJJ,Male,0,No,No,1.133077323,Yes,No,No,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,20.78940011,31.88878812,Yes
2898-LSJGD,Female,0,Yes,Yes,16.82850995,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.08935548,1033.289475,Yes
1024-GUALD,Male,0,Yes,No,1,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,No,Mailed check,20.08434118,20.08434118,Yes
2933-FILNV,Male,0,No,Yes,1.155422078,No,No,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,20.68385715,22.5722354,Yes
1038-ZAGBI,Female,0,Yes,Yes,15.65494868,Yes,No,No,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.39935117,531.1332661,Yes
7639-SUPCW,Female,0,No,Yes,17.94458236,Yes,No,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,28.76623686,531.6944497,Yes
8631-NBHFZ,Male,1,No,Yes,57.89577652,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),80.10444404,4522.526675,Yes
1069-XAIEM,Male,0.804793123,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,72.34203229,72.34203229,Yes
8515-OCTJS,Female,0,Yes,No,24.57360892,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,33.06995593,843.2609674,Yes
4658-HCOHW,Male,0,No,Yes,1.721396408,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),27.61344599,100.0182,Yes
3440-JPSCL,Female,0,Yes,No,15.26976217,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,76.67259721,954.7470555,Yes
0117-LFRMW,Female,0,Yes,Yes,14.50179233,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,83.56348091,794.7916181,Yes
8993-PHFWD,Male,0,Yes,No,13.28636461,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),39.04714557,1344.829746,Yes
5103-MHMHY,Female,0,No,Yes,28.24743846,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),73.52364019,3361.253293,Yes
4895-TMWIR,Female,1,No,No,23.44488613,Yes,No,No,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,37.18472021,1417.418007,Yes
6987-XQSJT,Female,0.880191055,Yes,No,48.96802431,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.34740598,3874.163091,Yes
4290-BSXUX,Female,0,Yes,No,2.861283382,Yes,No,No,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.57866726,235.7421023,Yes
5294-CDGWY,Male,0,Yes,No,45.23350463,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,61.74475376,2682.728124,Yes
1038-ZAGBI,Male,0,Yes,No,8.86876981,Yes,No,No,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,78.43228532,629.3798146,Yes
0325-XBFAC,Female,0,No,No,16.34468297,Yes,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,71.26813022,740.3,Yes
2462-XIIJB,Male,0,No,Yes,4.440214512,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,78.94386144,374.9271362,Yes
2462-XIIJB,Female,0,Yes,Yes,36.5843399,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.82336525,2946.857896,Yes
0746-JTRFU,Male,0,No,No,1.060463688,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Electronic check,19.78859665,21.6811101,Yes
2672-DZUOY,Female,0,Yes,No,1,No,No,DSL,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,25.08601002,25.08601002,Yes
7817-BOQPW,Male,0,No,Yes,6.554338783,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,76.09775156,537.6201646,Yes
1038-ZAGBI,Female,0,Yes,Yes,2.794427483,Yes,Yes,No,No internet service,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,71.12106678,171.328726,Yes
1853-UDXBW,Male,0,Yes,Yes,1.870759873,Yes,Yes,No,No internet service,No,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),68.37820974,91.99938537,Yes
5154-VEKBL,Female,0,Yes,Yes,6.154592505,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,62.59027327,372.735661,Yes
8515-OCTJS,Female,0,Yes,No,55.71060101,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),63.17663951,3861.472412,Yes
4822-NGOCH,Male,0,No,No,13.10836692,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.4298896,1066.438992,Yes
0516-VRYBW,Female,0,No,Yes,22.82327955,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.24075347,1361.535009,Yes
5219-YIPTK,Male,0,Yes,No,4.985572538,Yes,Yes,No,No,Yes,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),27.49587816,353.9489168,Yes
3540-RZJYU,Male,0,Yes,No,12.34562908,Yes,No,No,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,70.19414334,968.875813,Yes
3540-RZJYU,Female,0,No,No,9.084421506,Yes,No,No,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.52906168,598.6635293,Yes
4597-ELFTS,Male,0,Yes,No,42.07953989,No,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,One year,No,Electronic check,38.9810808,1455.804026,Yes
